DATE,TIME OF DAY,NUMBER OF CRASHES,PERSONS INJURED,PERSONS KILLED,PEAK LOCATION,MAIN FACTOR,MAIN TYPE OF CAR
2021-07-24,AFTERNOON,43,29,0,south conduit avenue,unspecified,sedan
2021-07-24,EVENING,29,18,2,bedell street,unspecified,sedan
2021-07-24,MORNING,19,24,0,audubon avenue,unspecified,sedan
2021-07-24,SMALL HOURS,22,21,1,rhinelander avenue,driver inattention/distraction,sedan
2021-07-25,AFTERNOON,35,26,0,roosevelt avenue,unspecified,sedan
2021-07-25,EVENING,28,13,0,atlantic avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-07-25,MORNING,14,6,0,saratoga avenue,driver inattention/distraction,sedan
2021-07-25,SMALL HOURS,30,19,0,eastern parkway,unspecified,sedan
2021-07-26,AFTERNOON,60,46,0,vanderbilt avenue,driver inattention/distraction,sedan
2021-07-26,EVENING,27,25,0,east 149 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-07-26,MORNING,29,12,0,canal street,unspecified,station wagon/sport utility vehicle
2021-07-26,SMALL HOURS,24,13,0,myrtle avenue,driver inattention/distraction,sedan
2021-07-27,AFTERNOON,58,30,0,atlantic avenue,unspecified,sedan
2021-07-27,EVENING,33,21,0,pitkin avenue,unspecified,sedan
2021-07-27,MORNING,21,11,0,sutphin boulevard,driver inattention/distraction,sedan
2021-07-27,SMALL HOURS,8,3,0,brewer boulevard,unspecified,sedan
2021-07-28,AFTERNOON,45,21,0,atlantic avenue,unspecified,sedan
2021-07-28,EVENING,25,15,0,webster avenue,driver inattention/distraction,sedan
2021-07-28,MORNING,35,12,0,179 street,unspecified,sedan
2021-07-28,SMALL HOURS,18,12,0,east 173 street,unspecified,sedan
2021-07-29,AFTERNOON,44,24,1,150 street,unspecified,sedan
2021-07-29,EVENING,32,18,0,irving avenue,unspecified,sedan
2021-07-29,MORNING,43,30,1,3 avenue,unspecified,sedan
2021-07-29,SMALL HOURS,18,19,0,east 49 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-07-30,AFTERNOON,60,30,0,east 149 street,unspecified,station wagon/sport utility vehicle
2021-07-30,EVENING,34,18,0,remsen avenue,unspecified,sedan
2021-07-30,MORNING,31,13,0,linden boulevard,unspecified,sedan
2021-07-30,SMALL HOURS,19,6,0,pitkin avenue,driver inattention/distraction,sedan
2021-07-31,AFTERNOON,45,16,0,francis lewis boulevard,driver inattention/distraction,sedan
2021-07-31,EVENING,33,18,0,webster avenue,driver inattention/distraction,sedan
2021-07-31,MORNING,25,12,0,3 avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-07-31,SMALL HOURS,33,31,0,cross bronx expressway,driver inattention/distraction,sedan
2021-08-01,AFTERNOON,37,21,0,31 drive,driver inattention/distraction,sedan
2021-08-01,EVENING,23,16,0,ampere avenue,unspecified,sedan
2021-08-01,MORNING,23,14,0,south conduit avenue,driver inattention/distraction,sedan
2021-08-01,SMALL HOURS,25,6,1,rockaway avenue,unspecified,station wagon/sport utility vehicle
2021-08-02,AFTERNOON,47,22,0,2 avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-08-02,EVENING,31,17,0,east gun hill road,driver inattention/distraction,sedan
2021-08-02,MORNING,33,17,0,grand concourse,unspecified,sedan
2021-08-02,SMALL HOURS,12,10,0,3 avenue,driver inattention/distraction,sedan
2021-08-03,AFTERNOON,45,29,0,christopher ave,unspecified,sedan
2021-08-03,EVENING,26,18,0,sutter avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-08-03,MORNING,29,8,1,farmers boulevard,unspecified,station wagon/sport utility vehicle
2021-08-03,SMALL HOURS,16,8,0,bushwick avenue,failure to yield right-of-way,sedan
2021-08-04,AFTERNOON,34,10,0,19 street,unspecified,sedan
2021-08-04,EVENING,25,13,0,2 avenue,unspecified,sedan
2021-08-04,MORNING,25,14,0,myrtle avenue,unspecified,sedan
2021-08-04,SMALL HOURS,13,2,0,5 avenue,driver inattention/distraction,sedan
2021-08-05,AFTERNOON,47,22,0,west farms road,driver inattention/distraction,sedan
2021-08-05,EVENING,30,13,1,broadway,unspecified,sedan
2021-08-05,MORNING,31,10,0,sutter avenue,driver inattention/distraction,sedan
2021-08-05,SMALL HOURS,18,7,0,sutphin boulevard,traffic control disregarded,station wagon/sport utility vehicle
2021-08-06,AFTERNOON,50,39,0,farmers boulevard,driver inattention/distraction,sedan
2021-08-06,EVENING,27,17,0,bushwick avenue,driver inattention/distraction,sedan
2021-08-06,MORNING,40,22,0,liberty avenue,unspecified,sedan
2021-08-06,SMALL HOURS,21,17,0,east 96 street,unspecified,sedan
2021-08-07,AFTERNOON,33,23,0,grand concourse,driver inattention/distraction,sedan
2021-08-07,EVENING,43,25,1,pennsylvania avenue,unspecified,sedan
2021-08-07,MORNING,25,15,0,east 180 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-08-07,SMALL HOURS,27,15,0,linden boulevard,driver inattention/distraction,sedan
2021-08-08,AFTERNOON,35,24,0,crescent street,failure to yield right-of-way,station wagon/sport utility vehicle
2021-08-08,EVENING,26,21,0,goble place,driver inattention/distraction,station wagon/sport utility vehicle
2021-08-08,MORNING,23,11,0,5 avenue,unspecified,sedan
2021-08-08,SMALL HOURS,32,7,0,jerome avenue,unspecified,sedan
2021-08-09,AFTERNOON,54,34,0,woodhaven boulevard,unspecified,sedan
2021-08-09,EVENING,33,10,0,15 avenue,driver inattention/distraction,sedan
2021-08-09,MORNING,41,19,0,broadway,unspecified,sedan
2021-08-09,SMALL HOURS,12,7,0,153 lane,unspecified,station wagon/sport utility vehicle
2021-08-10,AFTERNOON,43,23,1,bruckner boulevard,unspecified,sedan
2021-08-10,EVENING,26,19,0,lafayette avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-08-10,MORNING,40,26,0,east fordham road,unspecified,station wagon/sport utility vehicle
2021-08-10,SMALL HOURS,6,9,0,flatbush avenue,failure to yield right-of-way,sedan
2021-08-11,AFTERNOON,44,23,0,west 42 street,driver inattention/distraction,sedan
2021-08-11,EVENING,26,14,0,39 avenue,unspecified,sedan
2021-08-11,MORNING,28,11,0,carpenter avenue,driver inattention/distraction,sedan
2021-08-11,SMALL HOURS,16,4,0,sound view avenue,driver inattention/distraction,sedan
2021-08-12,AFTERNOON,49,31,0,central avenue,unspecified,sedan
2021-08-12,EVENING,29,29,0,3 avenue,driver inattention/distraction,sedan
2021-08-12,MORNING,33,15,0,3 avenue,unspecified,sedan
2021-08-12,SMALL HOURS,13,6,0,sutter avenue,driver inattention/distraction,sedan
2021-08-13,AFTERNOON,57,45,0,50 avenue,unspecified,sedan
2021-08-13,EVENING,33,19,0,jamaica avenue,unspecified,sedan
2021-08-13,MORNING,30,12,0,ogden avenue,unspecified,sedan
2021-08-13,SMALL HOURS,20,12,0,delancey street,driver inattention/distraction,sedan
2021-08-14,AFTERNOON,47,28,0,de kalb avenue,unspecified,sedan
2021-08-14,EVENING,29,11,0,amsterdam avenue,driver inattention/distraction,sedan
2021-08-14,MORNING,19,11,0,flatbush avenue,unspecified,sedan
2021-08-14,SMALL HOURS,23,10,1,fulton street,driver inattention/distraction,sedan
2021-08-15,AFTERNOON,31,19,0,115 drive,unspecified,station wagon/sport utility vehicle
2021-08-15,EVENING,25,16,0,university avenue,unspecified,sedan
2021-08-15,MORNING,19,8,0,east 77 street,unspecified,station wagon/sport utility vehicle
2021-08-15,SMALL HOURS,33,28,0,8 avenue,driver inattention/distraction,sedan
2021-08-16,AFTERNOON,48,22,0,east houston street,unspecified,sedan
2021-08-16,EVENING,22,12,0,broadway,traffic control disregarded,sedan
2021-08-16,MORNING,26,17,0,astoria boulevard,unspecified,station wagon/sport utility vehicle
2021-08-16,SMALL HOURS,11,2,0,ocean parkway,unspecified,station wagon/sport utility vehicle
2021-08-17,AFTERNOON,45,29,0,229 street,driver inattention/distraction,sedan
2021-08-17,EVENING,35,21,1,flatbush avenue,unspecified,sedan
2021-08-17,MORNING,20,8,0,eliot avenue,unspecified,sedan
2021-08-17,SMALL HOURS,17,19,0,university avenue,unspecified,station wagon/sport utility vehicle
2021-08-18,AFTERNOON,51,23,0,bay ridge avenue,unspecified,sedan
2021-08-18,EVENING,30,25,0,east 14 street,unspecified,sedan
2021-08-18,MORNING,36,19,0,east 95 street,driver inattention/distraction,sedan
2021-08-18,SMALL HOURS,15,7,0,merrick boulevard,driver inattention/distraction,sedan
2021-08-19,AFTERNOON,38,24,0,184 street,unspecified,sedan
2021-08-19,EVENING,24,9,0,madison street,driver inattention/distraction,sedan
2021-08-19,MORNING,29,16,0,beach 126 street,driver inattention/distraction,sedan
2021-08-19,SMALL HOURS,13,7,0,62 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-08-20,AFTERNOON,52,26,0,bruckner boulevard,driver inattention/distraction,station wagon/sport utility vehicle
2021-08-20,EVENING,23,19,0,broadway,unspecified,station wagon/sport utility vehicle
2021-08-20,MORNING,24,12,0,36 street,unspecified,sedan
2021-08-20,SMALL HOURS,21,12,0,1 avenue,failure to yield right-of-way,sedan
2021-08-21,AFTERNOON,39,30,0,pitkin avenue,driver inattention/distraction,sedan
2021-08-21,EVENING,40,23,0,70 street,unspecified,sedan
2021-08-21,MORNING,24,12,1,utica avenue,unspecified,sedan
2021-08-21,SMALL HOURS,28,11,0,east tremont avenue,driver inattention/distraction,sedan
2021-08-22,AFTERNOON,32,22,0,havemeyer avenue,driver inattention/distraction,sedan
2021-08-22,EVENING,23,21,0,classon avenue,unspecified,station wagon/sport utility vehicle
2021-08-22,MORNING,24,14,0,college point boulevard,unspecified,station wagon/sport utility vehicle
2021-08-22,SMALL HOURS,19,16,0,ocean parkway,unspecified,station wagon/sport utility vehicle
2021-08-23,AFTERNOON,47,22,0,3 avenue,unspecified,station wagon/sport utility vehicle
2021-08-23,EVENING,19,16,0,de kalb avenue,unspecified,station wagon/sport utility vehicle
2021-08-23,MORNING,32,12,0,105 avenue,unspecified,sedan
2021-08-23,SMALL HOURS,15,13,0,linden boulevard,unspecified,sedan
2021-08-24,AFTERNOON,60,38,0,atlantic avenue,unspecified,station wagon/sport utility vehicle
2021-08-24,EVENING,31,19,1,broadway,driver inattention/distraction,station wagon/sport utility vehicle
2021-08-24,MORNING,31,19,0,43 avenue,unspecified,sedan
2021-08-24,SMALL HOURS,14,10,0,48 street,unspecified,station wagon/sport utility vehicle
2021-08-25,AFTERNOON,53,38,0,55 drive,driver inattention/distraction,sedan
2021-08-25,EVENING,29,20,0,east 42 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-08-25,MORNING,32,16,0,linden boulevard,unspecified,sedan
2021-08-25,SMALL HOURS,18,7,0,7 avenue,unspecified,sedan
2021-08-26,AFTERNOON,48,29,0,broadway,unspecified,sedan
2021-08-26,EVENING,26,17,0,boston road,unspecified,sedan
2021-08-26,MORNING,32,15,0,bruckner boulevard,unspecified,sedan
2021-08-26,SMALL HOURS,8,7,0,atlantic avenue,driver inattention/distraction,sedan
2021-08-27,AFTERNOON,63,38,1,broadway,unspecified,station wagon/sport utility vehicle
2021-08-27,EVENING,24,12,0,pierrepont street,driver inattention/distraction,sedan
2021-08-27,MORNING,29,13,2,5 avenue,unspecified,sedan
2021-08-27,SMALL HOURS,18,7,0,linden boulevard,driver inattention/distraction,sedan
2021-08-28,AFTERNOON,41,33,0,west 125 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-08-28,EVENING,27,14,0,50 street,unspecified,station wagon/sport utility vehicle
2021-08-28,MORNING,14,7,0,memphis avenue,driver inattention/distraction,sedan
2021-08-28,SMALL HOURS,22,15,0,atlantic avenue,driver inattention/distraction,sedan
2021-08-29,AFTERNOON,44,33,0,12 avenue,unspecified,sedan
2021-08-29,EVENING,40,26,0,east 135 street,unspecified,station wagon/sport utility vehicle
2021-08-29,MORNING,23,13,0,remsen avenue,unspecified,sedan
2021-08-29,SMALL HOURS,45,25,1,76 street,driver inattention/distraction,sedan
2021-08-30,AFTERNOON,54,28,0,boston road,unspecified,sedan
2021-08-30,EVENING,31,25,0,broadway,driver inattention/distraction,sedan
2021-08-30,MORNING,28,11,0,grand concourse,failure to yield right-of-way,sedan
2021-08-30,SMALL HOURS,23,2,0,249 street,driver inattention/distraction,sedan
2021-08-31,AFTERNOON,43,17,0,west 155 street,unspecified,station wagon/sport utility vehicle
2021-08-31,EVENING,25,24,0,84 street,driver inattention/distraction,sedan
2021-08-31,MORNING,26,15,0,greenpoint avenue,unspecified,sedan
2021-08-31,SMALL HOURS,20,10,1,east 52 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-09-01,AFTERNOON,38,19,0,2 avenue,unspecified,sedan
2021-09-01,EVENING,35,24,0,amsterdam avenue,failure to yield right-of-way,sedan
2021-09-01,MORNING,26,10,0,york avenue,unspecified,sedan
2021-09-01,SMALL HOURS,10,6,0,gates avenue,failure to yield right-of-way,sedan
2021-09-02,AFTERNOON,52,27,0,morris avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-09-02,EVENING,33,22,0,broadway,unspecified,sedan
2021-09-02,MORNING,44,18,1,hunts point avenue,unspecified,sedan
2021-09-02,SMALL HOURS,20,9,0,160 avenue,unspecified,sedan
2021-09-03,AFTERNOON,46,26,0,jesup avenue,unspecified,sedan
2021-09-03,EVENING,29,17,0,81 street,unspecified,sedan
2021-09-03,MORNING,45,23,0,114 street,unspecified,station wagon/sport utility vehicle
2021-09-03,SMALL HOURS,10,1,0,dyer avenue,failure to yield right-of-way,sedan
2021-09-04,AFTERNOON,45,49,0,north conduit avenue,driver inattention/distraction,sedan
2021-09-04,EVENING,37,20,0,east 149 street,unspecified,sedan
2021-09-04,MORNING,34,13,0,east 234 street,unspecified,sedan
2021-09-04,SMALL HOURS,34,9,0,east 125 street,driver inattention/distraction,sedan
2021-09-05,AFTERNOON,26,16,0,13 street,driver inattention/distraction,sedan
2021-09-05,EVENING,26,27,0,richmond avenue,unspecified,sedan
2021-09-05,MORNING,26,22,0,south conduit avenue,driver inattention/distraction,sedan
2021-09-05,SMALL HOURS,33,26,0,kings highway,unspecified,sedan
2021-09-06,AFTERNOON,49,38,0,atlantic avenue,unspecified,station wagon/sport utility vehicle
2021-09-06,EVENING,33,24,0,white plains road,driver inattention/distraction,sedan
2021-09-06,MORNING,13,5,0,223 street,unspecified,sedan
2021-09-06,SMALL HOURS,29,32,0,jamaica avenue,unspecified,station wagon/sport utility vehicle
2021-09-07,AFTERNOON,47,31,0,queens boulevard,driver inattention/distraction,sedan
2021-09-07,EVENING,26,17,2,east 63 street,driver inattention/distraction,sedan
2021-09-07,MORNING,34,22,0,woodhaven boulevard,driver inattention/distraction,station wagon/sport utility vehicle
2021-09-07,SMALL HOURS,20,12,0,kings highway,failure to yield right-of-way,sedan
2021-09-08,AFTERNOON,48,29,0,atlantic avenue,driver inattention/distraction,sedan
2021-09-08,EVENING,31,29,0,atlantic avenue,driver inattention/distraction,sedan
2021-09-08,MORNING,40,22,0,apollo street,driver inattention/distraction,sedan
2021-09-08,SMALL HOURS,9,6,0,east 29 street,unspecified,sedan
2021-09-09,AFTERNOON,47,28,0,sutter avenue,unspecified,station wagon/sport utility vehicle
2021-09-09,EVENING,24,14,0,ludlow street,unspecified,sedan
2021-09-09,MORNING,30,15,0,hylan boulevard,unspecified,station wagon/sport utility vehicle
2021-09-09,SMALL HOURS,24,14,0,broadway,driver inattention/distraction,sedan
2021-09-10,AFTERNOON,51,34,0,3 avenue,driver inattention/distraction,sedan
2021-09-10,EVENING,40,20,0,flatlands avenue,unspecified,sedan
2021-09-10,MORNING,53,24,0,northern boulevard,unspecified,sedan
2021-09-10,SMALL HOURS,11,3,0,marcy avenue,driver inattention/distraction,sedan
2021-09-11,AFTERNOON,52,29,1,bruckner boulevard,driver inattention/distraction,sedan
2021-09-11,EVENING,36,17,0,flatbush avenue,unspecified,sedan
2021-09-11,MORNING,23,8,0,bedford avenue,unspecified,station wagon/sport utility vehicle
2021-09-11,SMALL HOURS,25,9,0,avenue of the americas,driver inattention/distraction,sedan
2021-09-12,AFTERNOON,39,26,0,livonia avenue,unspecified,sedan
2021-09-12,EVENING,31,31,0,sutter avenue,driver inattention/distraction,sedan
2021-09-12,MORNING,21,10,0,atlantic avenue,driver inattention/distraction,sedan
2021-09-12,SMALL HOURS,38,21,0,bedford avenue,unspecified,sedan
2021-09-13,AFTERNOON,57,31,0,brook avenue,unspecified,station wagon/sport utility vehicle
2021-09-13,EVENING,37,16,0,northern boulevard,driver inattention/distraction,sedan
2021-09-13,MORNING,56,28,0,31 street,unspecified,station wagon/sport utility vehicle
2021-09-13,SMALL HOURS,10,7,0,2 avenue,driver inattention/distraction,sedan
2021-09-14,AFTERNOON,57,45,0,pennsylvania avenue,unspecified,sedan
2021-09-14,EVENING,28,15,0,atlantic avenue,unspecified,sedan
2021-09-14,MORNING,42,27,0,east 207 street,unspecified,sedan
2021-09-14,SMALL HOURS,12,8,0,pitkin avenue,traffic control disregarded,station wagon/sport utility vehicle
2021-09-15,AFTERNOON,63,37,0,webster avenue,unspecified,sedan
2021-09-15,EVENING,36,18,0,corlear avenue,unspecified,sedan
2021-09-15,MORNING,38,17,0,atlantic avenue,unspecified,station wagon/sport utility vehicle
2021-09-15,SMALL HOURS,16,14,0,college point boulevard,failure to yield right-of-way,station wagon/sport utility vehicle
2021-09-16,AFTERNOON,45,20,0,167 street,unspecified,sedan
2021-09-16,EVENING,25,21,0,atlantic avenue,driver inattention/distraction,sedan
2021-09-16,MORNING,20,6,0,shore parkway,unspecified,sedan
2021-09-16,SMALL HOURS,13,10,0,bushwick avenue,unspecified,sedan
2021-09-17,AFTERNOON,61,30,0,east 116 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-09-17,EVENING,30,15,0,20 avenue,unspecified,station wagon/sport utility vehicle
2021-09-17,MORNING,51,31,0,broadway,unspecified,sedan
2021-09-17,SMALL HOURS,16,9,0,bowery,driver inattention/distraction,sedan
2021-09-18,AFTERNOON,48,39,0,70 street,unspecified,sedan
2021-09-18,EVENING,33,22,0,boston road,driver inattention/distraction,sedan
2021-09-18,MORNING,22,15,0,grand central parkway,unspecified,sedan
2021-09-18,SMALL HOURS,22,11,0,beverley road,driver inattention/distraction,sedan
2021-09-19,AFTERNOON,34,27,0,wilson avenue,unspecified,sedan
2021-09-19,EVENING,49,32,1,woodhaven boulevard,unspecified,sedan
2021-09-19,MORNING,19,11,0,colden street,failure to yield right-of-way,sedan
2021-09-19,SMALL HOURS,30,18,0,boscombe avenue,unspecified,sedan
2021-09-20,AFTERNOON,43,25,0,kent avenue,unspecified,sedan
2021-09-20,EVENING,26,13,0,north conduit avenue,unspecified,sedan
2021-09-20,MORNING,46,23,0,knickerbocker avenue,unspecified,sedan
2021-09-20,SMALL HOURS,11,8,0,willmohr street,driver inattention/distraction,sedan
2021-09-21,AFTERNOON,52,35,0,south conduit avenue,driver inattention/distraction,sedan
2021-09-21,EVENING,27,10,0,111 street,driver inattention/distraction,sedan
2021-09-21,MORNING,21,15,0,crystal street,driver inattention/distraction,station wagon/sport utility vehicle
