DATE,TIME OF DAY,NUMBER OF CRASHES,PERSONS INJURED,PERSONS KILLED,PEAK LOCATION,MAIN FACTOR,MAIN TYPE OF CAR
2021-04-27,SMALL HOURS,13,4,0,jackson avenue,unspecified,station wagon/sport utility vehicle
2021-04-28,AFTERNOON,70,41,0,church avenue,driver inattention/distraction,sedan
2021-04-28,EVENING,33,28,0,linden boulevard,driver inattention/distraction,sedan
2021-04-28,MORNING,36,23,0,1 avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-04-28,SMALL HOURS,17,9,0,prospect park west,unspecified,sedan
2021-04-29,AFTERNOON,50,27,0,linden boulevard,driver inattention/distraction,sedan
2021-04-29,EVENING,26,16,0,webster avenue,driver inattention/distraction,sedan
2021-04-29,MORNING,32,12,0,alexander avenue,unspecified,sedan
2021-04-29,SMALL HOURS,15,9,0,2 avenue,driver inattention/distraction,sedan
2021-04-30,AFTERNOON,54,18,0,grand central parkway,unspecified,sedan
2021-04-30,EVENING,47,35,0,queens boulevard,driver inattention/distraction,sedan
2021-04-30,MORNING,28,13,0,dean street,failure to yield right-of-way,sedan
2021-04-30,SMALL HOURS,14,8,0,nostrand avenue,unsafe speed,sedan
2021-05-01,AFTERNOON,53,21,0,3 avenue,unspecified,sedan
2021-05-01,EVENING,36,21,1,wanamaker place,driver inattention/distraction,sedan
2021-05-01,MORNING,21,12,0,118 avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-01,SMALL HOURS,19,19,0,flatbush avenue,unspecified,station wagon/sport utility vehicle
2021-05-02,AFTERNOON,35,28,0,remsen avenue,unspecified,sedan
2021-05-02,EVENING,37,31,0,212 street,driver inattention/distraction,sedan
2021-05-02,MORNING,25,17,0,east 183 street,driver inattention/distraction,sedan
2021-05-02,SMALL HOURS,22,12,0,westchester avenue,unspecified,sedan
2021-05-03,AFTERNOON,43,33,0,vandam street,driver inattention/distraction,sedan
2021-05-03,EVENING,23,20,1,unionport road,unspecified,sedan
2021-05-03,MORNING,38,21,0,caton avenue,unspecified,sedan
2021-05-03,SMALL HOURS,21,17,0,myrtle avenue,driver inattention/distraction,sedan
2021-05-04,AFTERNOON,45,18,0,main street,unspecified,station wagon/sport utility vehicle
2021-05-04,EVENING,31,24,0,church avenue,unspecified,station wagon/sport utility vehicle
2021-05-04,MORNING,37,14,0,103 street,driver inattention/distraction,sedan
2021-05-04,SMALL HOURS,13,8,0,nostrand avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-05,AFTERNOON,60,33,0,bay parkway,unspecified,sedan
2021-05-05,EVENING,27,18,0,bronx park east,unspecified,sedan
2021-05-05,MORNING,37,25,0,2 street,driver inattention/distraction,sedan
2021-05-05,SMALL HOURS,12,2,0,white plains road,driver inattention/distraction,sedan
2021-05-06,AFTERNOON,55,29,1,sutter avenue,driver inattention/distraction,sedan
2021-05-06,EVENING,31,15,0,74 street,driver inattention/distraction,sedan
2021-05-06,MORNING,43,20,0,bushwick avenue,unspecified,sedan
2021-05-06,SMALL HOURS,8,9,0,targee street,driver inattention/distraction,sedan
2021-05-07,AFTERNOON,43,17,0,liberty avenue,driver inattention/distraction,sedan
2021-05-07,EVENING,33,23,0,avenue p,unspecified,sedan
2021-05-07,MORNING,33,15,0,coney island avenue,unspecified,sedan
2021-05-07,SMALL HOURS,14,1,0,east 138 street,unspecified,sedan
2021-05-08,AFTERNOON,39,23,0,3 avenue,unspecified,station wagon/sport utility vehicle
2021-05-08,EVENING,36,32,0,hylan boulevard,driver inattention/distraction,sedan
2021-05-08,MORNING,23,9,0,west 15 street,unspecified,sedan
2021-05-08,SMALL HOURS,23,15,0,21 street,driver inattention/distraction,sedan
2021-05-09,AFTERNOON,32,20,0,116 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-09,EVENING,29,15,0,college point boulevard,driver inattention/distraction,sedan
2021-05-09,MORNING,14,13,0,2 avenue,driver inattention/distraction,sedan
2021-05-09,SMALL HOURS,23,12,0,flatlands avenue,driver inattention/distraction,sedan
2021-05-10,AFTERNOON,46,31,0,120 road,unspecified,station wagon/sport utility vehicle
2021-05-10,EVENING,10,6,0,broadway,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-10,MORNING,30,12,0,park avenue,unspecified,station wagon/sport utility vehicle
2021-05-10,SMALL HOURS,19,7,0,amsterdam avenue,unspecified,sedan
2021-05-11,AFTERNOON,48,25,0,9 avenue,unspecified,sedan
2021-05-11,EVENING,30,26,0,north conduit avenue,unspecified,sedan
2021-05-11,MORNING,38,24,0,41 street,unspecified,sedan
2021-05-11,SMALL HOURS,9,7,0,rockaway boulevard,unspecified,sedan
2021-05-12,AFTERNOON,53,29,0,locust avenue,unspecified,sedan
2021-05-12,EVENING,22,14,0,pennsylvania avenue,unspecified,station wagon/sport utility vehicle
2021-05-12,MORNING,39,19,0,ridge boulevard,unspecified,sedan
2021-05-12,SMALL HOURS,16,12,0,95 avenue,driver inattention/distraction,sedan
2021-05-13,AFTERNOON,52,23,0,3 avenue,unspecified,sedan
2021-05-13,EVENING,35,28,0,hunts point avenue,driver inattention/distraction,sedan
2021-05-13,MORNING,38,18,0,164 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-13,SMALL HOURS,8,9,0,bruckner boulevard,unspecified,sedan
2021-05-14,AFTERNOON,57,36,0,morris avenue,driver inattention/distraction,sedan
2021-05-14,EVENING,42,24,0,15 avenue,unspecified,sedan
2021-05-14,MORNING,42,25,0,merriam avenue,unspecified,sedan
2021-05-14,SMALL HOURS,17,3,0,190 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-15,AFTERNOON,47,24,0,north conduit avenue,driver inattention/distraction,sedan
2021-05-15,EVENING,26,11,0,atlantic avenue,unspecified,sedan
2021-05-15,MORNING,25,20,0,clove road,driver inattention/distraction,sedan
2021-05-15,SMALL HOURS,27,15,0,eastern parkway,unspecified,sedan
2021-05-16,AFTERNOON,35,23,0,pitkin avenue,driver inattention/distraction,sedan
2021-05-16,EVENING,21,17,0,long island expressway,driver inattention/distraction,sedan
2021-05-16,MORNING,26,13,0,229 street,unspecified,station wagon/sport utility vehicle
2021-05-16,SMALL HOURS,29,15,0,65 street,unspecified,station wagon/sport utility vehicle
2021-05-17,AFTERNOON,62,30,0,glenwood road,unspecified,sedan
2021-05-17,EVENING,27,10,1,middletown road,unspecified,sedan
2021-05-17,MORNING,31,14,0,hylan boulevard,driver inattention/distraction,sedan
2021-05-17,SMALL HOURS,10,8,0,beverley road,unspecified,sedan
2021-05-18,AFTERNOON,54,37,0,hylan boulevard,driver inattention/distraction,sedan
2021-05-18,EVENING,38,23,0,east 92 street,unspecified,sedan
2021-05-18,MORNING,43,21,0,east tremont avenue,driver inattention/distraction,sedan
2021-05-18,SMALL HOURS,19,6,1,mc guinness blvd south,unsafe speed,sedan
2021-05-19,AFTERNOON,52,32,0,nostrand avenue,unspecified,sedan
2021-05-19,EVENING,23,11,1,utica avenue,unspecified,sedan
2021-05-19,MORNING,42,22,0,east gun hill road,driver inattention/distraction,sedan
2021-05-19,SMALL HOURS,11,6,0,pierrepont street,unsafe speed,sedan
2021-05-20,AFTERNOON,68,36,0,avenue j,driver inattention/distraction,sedan
2021-05-20,EVENING,37,12,0,flatbush avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-20,MORNING,46,17,0,3 avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-20,SMALL HOURS,21,14,0,greenpoint avenue,unspecified,sedan
2021-05-21,AFTERNOON,59,24,0,liberty avenue,unspecified,station wagon/sport utility vehicle
2021-05-21,EVENING,35,18,1,149 avenue,driver inattention/distraction,sedan
2021-05-21,MORNING,35,15,0,3 avenue,driver inattention/distraction,sedan
2021-05-21,SMALL HOURS,13,5,0,varick street,unspecified,sedan
2021-05-22,AFTERNOON,51,32,0,central avenue,driver inattention/distraction,sedan
2021-05-22,EVENING,29,26,0,parsons boulevard,unspecified,sedan
2021-05-22,MORNING,24,11,0,madison avenue,unspecified,station wagon/sport utility vehicle
2021-05-22,SMALL HOURS,25,18,0,putnam avenue,unspecified,sedan
2021-05-23,AFTERNOON,37,19,1,kings highway,unspecified,sedan
2021-05-23,EVENING,46,37,0,broadway,unspecified,sedan
2021-05-23,MORNING,23,8,0,linden boulevard,driver inattention/distraction,sedan
2021-05-23,SMALL HOURS,28,19,0,westchester avenue,driver inattention/distraction,sedan
2021-05-24,AFTERNOON,47,21,0,broadway,unspecified,station wagon/sport utility vehicle
2021-05-24,EVENING,21,17,0,atlantic avenue,unspecified,station wagon/sport utility vehicle
2021-05-24,MORNING,25,6,0,bush street,unspecified,station wagon/sport utility vehicle
2021-05-24,SMALL HOURS,17,6,3,linden boulevard,unspecified,sedan
2021-05-25,AFTERNOON,64,49,0,canal street,unspecified,station wagon/sport utility vehicle
2021-05-25,EVENING,27,16,0,linden boulevard,driver inattention/distraction,sedan
2021-05-25,MORNING,29,21,0,horace harding expressway,driver inattention/distraction,sedan
2021-05-25,SMALL HOURS,11,4,0,shore parkway,unsafe speed,sedan
2021-05-26,AFTERNOON,53,29,0,westchester avenue,unspecified,sedan
2021-05-26,EVENING,35,31,0,broadway,driver inattention/distraction,sedan
2021-05-26,MORNING,25,12,0,northern boulevard,driver inattention/distraction,sedan
2021-05-26,SMALL HOURS,14,8,0,linden boulevard,unspecified,sedan
2021-05-27,AFTERNOON,74,45,0,pennsylvania avenue,driver inattention/distraction,sedan
2021-05-27,EVENING,34,24,0,linden boulevard,unspecified,sedan
2021-05-27,MORNING,34,15,0,north conduit avenue,unspecified,sedan
2021-05-27,SMALL HOURS,21,11,0,beard street,unspecified,sedan
2021-05-28,AFTERNOON,57,22,1,32 avenue,driver inattention/distraction,sedan
2021-05-28,EVENING,24,18,1,metropolitan avenue,driver inattention/distraction,sedan
2021-05-28,MORNING,38,19,0,rodney street,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-28,SMALL HOURS,11,13,0,kissena boulevard,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-29,AFTERNOON,29,11,0,flatbush avenue extension,unspecified,sedan
2021-05-29,EVENING,27,12,0,sterling place,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-29,MORNING,17,7,0,39 avenue,unspecified,station wagon/sport utility vehicle
2021-05-29,SMALL HOURS,20,2,0,bell boulevard,driver inattention/distraction,sedan
2021-05-30,AFTERNOON,28,9,0,bronxwood avenue,driver inattention/distraction,sedan
2021-05-30,EVENING,23,10,1,144 place,driver inattention/distraction,sedan
2021-05-30,MORNING,13,4,0,wortman avenue,unspecified,sedan
2021-05-30,SMALL HOURS,27,14,0,wyckoff avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-31,AFTERNOON,38,29,0,jamaica avenue,unspecified,sedan
2021-05-31,EVENING,29,11,0,northern boulevard,driver inattention/distraction,sedan
2021-05-31,MORNING,16,11,0,merrick boulevard,driver inattention/distraction,station wagon/sport utility vehicle
2021-05-31,SMALL HOURS,20,11,0,linden boulevard,driver inattention/distraction,sedan
2021-06-01,AFTERNOON,66,39,0,merrick boulevard,unspecified,sedan
2021-06-01,EVENING,26,8,0,grand street,unspecified,sedan
2021-06-01,MORNING,30,21,0,bruckner boulevard,driver inattention/distraction,sedan
2021-06-01,SMALL HOURS,13,6,1,mc donald avenue,unspecified,sedan
2021-06-02,AFTERNOON,48,25,0,avenue l,driver inattention/distraction,sedan
2021-06-02,EVENING,34,25,0,francis lewis boulevard,failure to yield right-of-way,sedan
2021-06-02,MORNING,26,14,0,167 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-06-02,SMALL HOURS,13,4,0,20 avenue,traffic control disregarded,sedan
2021-06-03,AFTERNOON,36,21,0,boston road,unspecified,sedan
2021-06-03,EVENING,27,14,0,ocean avenue,failure to yield right-of-way,sedan
2021-06-03,MORNING,39,17,0,7 avenue,driver inattention/distraction,sedan
2021-06-03,SMALL HOURS,11,6,0,7 avenue,unspecified,station wagon/sport utility vehicle
2021-06-04,AFTERNOON,56,25,1,jamaica avenue,unspecified,sedan
2021-06-04,EVENING,22,11,0,221 street,unspecified,station wagon/sport utility vehicle
2021-06-04,MORNING,21,8,0,east 149 street,unspecified,sedan
2021-06-04,SMALL HOURS,15,7,0,91 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-06-05,AFTERNOON,53,25,0,north conduit avenue,driver inattention/distraction,sedan
2021-06-05,EVENING,35,33,0,linden boulevard,unspecified,sedan
2021-06-05,MORNING,28,13,0,108 street,unspecified,sedan
2021-06-05,SMALL HOURS,18,3,0,atlantic avenue,unspecified,sedan
2021-06-06,AFTERNOON,44,27,0,fulton street,unspecified,sedan
2021-06-06,EVENING,33,25,0,webster avenue,unspecified,sedan
2021-06-06,MORNING,24,10,0,east 56 street,unspecified,sedan
2021-06-06,SMALL HOURS,33,23,0,rockaway freeway,unspecified,sedan
2021-06-07,AFTERNOON,63,41,0,grand street,unspecified,sedan
2021-06-07,EVENING,20,16,0,fulton street,unspecified,sedan
2021-06-07,MORNING,43,21,0,23 street,unspecified,sedan
2021-06-07,SMALL HOURS,24,14,0,flushing avenue,unspecified,sedan
2021-06-08,AFTERNOON,66,39,0,broadway,driver inattention/distraction,station wagon/sport utility vehicle
2021-06-08,EVENING,35,22,0,park avenue,driver inattention/distraction,sedan
2021-06-08,MORNING,38,19,0,linden boulevard,driver inattention/distraction,sedan
2021-06-08,SMALL HOURS,11,5,0,union avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-06-09,AFTERNOON,64,42,0,bruckner boulevard,driver inattention/distraction,sedan
2021-06-09,EVENING,32,23,0,bedford avenue,driver inattention/distraction,sedan
2021-06-09,MORNING,31,14,0,164 street,driver inattention/distraction,sedan
2021-06-09,SMALL HOURS,14,6,0,queens boulevard,driver inattention/distraction,sedan
2021-06-10,AFTERNOON,55,33,0,hamilton avenue,unspecified,station wagon/sport utility vehicle
2021-06-10,EVENING,31,22,1,amboy street,driver inattention/distraction,sedan
2021-06-10,MORNING,33,16,1,5 avenue,unspecified,sedan
2021-06-10,SMALL HOURS,18,6,0,broadway,driver inattention/distraction,station wagon/sport utility vehicle
2021-06-11,AFTERNOON,45,24,0,northern boulevard,unspecified,sedan
2021-06-11,EVENING,32,21,0,east 163 street,unspecified,sedan
2021-06-11,MORNING,29,22,1,washington avenue,failure to yield right-of-way,sedan
2021-06-11,SMALL HOURS,12,5,0,linden boulevard,unspecified,sedan
2021-06-12,AFTERNOON,51,31,1,hillside avenue,unspecified,sedan
2021-06-12,EVENING,30,20,0,1 avenue,unspecified,sedan
2021-06-12,MORNING,18,13,0,atlantic avenue,unspecified,station wagon/sport utility vehicle
2021-06-12,SMALL HOURS,28,12,1,eastern parkway,driver inattention/distraction,sedan
2021-06-13,AFTERNOON,42,29,0,28 avenue,unspecified,sedan
2021-06-13,EVENING,30,11,0,hylan boulevard,driver inattention/distraction,sedan
2021-06-13,MORNING,20,16,0,east 159 street,driver inattention/distraction,sedan
2021-06-13,SMALL HOURS,30,17,2,saratoga avenue,alcohol involvement,station wagon/sport utility vehicle
2021-06-14,AFTERNOON,50,30,0,lenox road,unspecified,sedan
2021-06-14,EVENING,31,17,0,10 avenue,unspecified,sedan
2021-06-14,MORNING,29,10,0,belmont avenue,unspecified,sedan
2021-06-14,SMALL HOURS,13,8,0,webster avenue,unspecified,sedan
2021-06-15,AFTERNOON,54,24,0,pennsylvania avenue,unspecified,station wagon/sport utility vehicle
2021-06-15,EVENING,29,24,0,walton avenue,unspecified,sedan
2021-06-15,MORNING,53,24,0,37 avenue,driver inattention/distraction,sedan
2021-06-15,SMALL HOURS,9,3,1,lenox road,unspecified,station wagon/sport utility vehicle
2021-06-16,AFTERNOON,67,38,0,60 street,unspecified,station wagon/sport utility vehicle
2021-06-16,EVENING,21,16,0,north conduit avenue,unspecified,sedan
2021-06-16,MORNING,49,28,0,3 avenue,driver inattention/distraction,sedan
2021-06-16,SMALL HOURS,16,11,0,broadway,driver inattention/distraction,sedan
2021-06-17,AFTERNOON,63,40,0,brewer boulevard,driver inattention/distraction,sedan
2021-06-17,EVENING,43,25,0,sutphin boulevard,driver inattention/distraction,station wagon/sport utility vehicle
2021-06-17,MORNING,24,20,1,beach 25 street,driver inattention/distraction,sedan
2021-06-17,SMALL HOURS,9,5,0,evergreen avenue,unsafe speed,station wagon/sport utility vehicle
2021-06-18,AFTERNOON,57,36,1,varick street,unspecified,sedan
2021-06-18,EVENING,41,23,1,linden boulevard,unspecified,sedan
2021-06-18,MORNING,37,19,0,atlantic avenue,unspecified,sedan
2021-06-18,SMALL HOURS,14,11,0,119 road,failure to yield right-of-way,station wagon/sport utility vehicle
2021-06-19,AFTERNOON,50,26,0,woodhaven boulevard,unspecified,station wagon/sport utility vehicle
2021-06-19,EVENING,37,19,0,east tremont avenue,driver inattention/distraction,sedan
2021-06-19,MORNING,29,19,0,beverley road,unspecified,station wagon/sport utility vehicle
2021-06-19,SMALL HOURS,28,15,0,east 51 street,unspecified,sedan
2021-06-20,AFTERNOON,39,22,0,harway avenue,driver inattention/distraction,sedan
2021-06-20,EVENING,22,15,1,lafayette avenue,driver inattention/distraction,sedan
2021-06-20,MORNING,17,7,0,huxley street,unspecified,station wagon/sport utility vehicle
2021-06-20,SMALL HOURS,36,20,0,jamaica avenue,driver inattention/distraction,sedan
2021-06-21,AFTERNOON,48,34,0,broadway,unspecified,sedan
2021-06-21,EVENING,28,12,0,134 avenue,unspecified,sedan
2021-06-21,MORNING,40,21,0,cross bay boulevard,unspecified,sedan
2021-06-21,SMALL HOURS,18,10,0,amsterdam avenue,unspecified,sedan
2021-06-22,AFTERNOON,57,36,0,broadway,driver inattention/distraction,sedan
2021-06-22,EVENING,24,14,0,myrtle avenue,driver inattention/distraction,sedan
2021-06-22,MORNING,33,13,0,broadway,driver inattention/distraction,station wagon/sport utility vehicle
2021-06-22,SMALL HOURS,11,4,0,prospect avenue,traffic control disregarded,sedan
2021-06-23,AFTERNOON,57,42,0,saint pauls avenue,unspecified,station wagon/sport utility vehicle
2021-06-23,EVENING,33,19,0,77 street,driver inattention/distraction,sedan
2021-06-23,MORNING,31,15,0,woodhaven boulevard,unspecified,station wagon/sport utility vehicle
2021-06-23,SMALL HOURS,12,9,0,86 street,driver inattention/distraction,sedan
2021-06-24,AFTERNOON,52,42,0,south conduit avenue,driver inattention/distraction,sedan
2021-06-24,EVENING,46,24,0,scott avenue,unspecified,sedan
2021-06-24,MORNING,30,15,0,96 street,unspecified,station wagon/sport utility vehicle
2021-06-24,SMALL HOURS,12,6,0,northern boulevard,driver inattention/distraction,sedan
2021-06-25,AFTERNOON,53,30,0,atlantic avenue,unspecified,sedan
2021-06-25,EVENING,34,17,0,bartow avenue,unspecified,sedan
2021-06-25,MORNING,38,22,0,roosevelt avenue,driver inattention/distraction,sedan
2021-06-25,SMALL HOURS,15,7,0,snyder avenue,unspecified,sedan
2021-06-26,AFTERNOON,54,24,0,northern boulevard,driver inattention/distraction,sedan
2021-06-26,EVENING,39,26,0,34 avenue,driver inattention/distraction,sedan
2021-06-26,MORNING,20,11,0,92 street,unspecified,sedan
2021-06-26,SMALL HOURS,29,19,0,flatbush avenue,unspecified,sedan
2021-06-27,AFTERNOON,39,34,0,3 avenue,unspecified,sedan
2021-06-27,EVENING,39,24,0,kings highway,unspecified,sedan
2021-06-27,MORNING,25,5,1,forsyth street,driver inattention/distraction,station wagon/sport utility vehicle
2021-06-27,SMALL HOURS,28,7,0,atlantic avenue,driver inattention/distraction,sedan
2021-06-28,AFTERNOON,44,25,0,merrick boulevard,driver inattention/distraction,sedan
2021-06-28,EVENING,32,21,1,east 180 street,driver inattention/distraction,sedan
2021-06-28,MORNING,42,15,1,broadway,driver inattention/distraction,sedan
2021-06-28,SMALL HOURS,19,9,0,howard avenue,driver inattention/distraction,sedan
2021-06-29,AFTERNOON,47,24,1,fort hamilton parkway,driver inattention/distraction,sedan
2021-06-29,EVENING,36,22,0,linden boulevard,unspecified,station wagon/sport utility vehicle
2021-06-29,MORNING,32,16,0,east 134 street,driver inattention/distraction,station wagon/sport utility vehicle
2021-06-29,SMALL HOURS,22,18,1,woodhaven boulevard,driver inattention/distraction,sedan
2021-06-30,AFTERNOON,58,46,0,dumont avenue,unspecified,sedan
2021-06-30,EVENING,26,15,0,hylan boulevard,unspecified,sedan
2021-06-30,MORNING,42,23,0,woodhaven boulevard,driver inattention/distraction,sedan
2021-06-30,SMALL HOURS,17,11,0,wade square,driver inattention/distraction,sedan
2021-07-01,AFTERNOON,62,44,0,linden boulevard,unspecified,station wagon/sport utility vehicle
2021-07-01,EVENING,21,12,0,abingdon road,driver inattention/distraction,station wagon/sport utility vehicle
2021-07-01,MORNING,40,19,0,commonwlth avenue,unspecified,sedan
2021-07-01,SMALL HOURS,11,2,2,east 4 street,driver inattention/distraction,sedan
2021-07-02,AFTERNOON,52,33,0,amsterdam avenue,unspecified,sedan
2021-07-02,EVENING,34,39,0,bergen street,driver inattention/distraction,sedan
2021-07-02,MORNING,38,19,0,west burnside avenue,driver inattention/distraction,sedan
2021-07-02,SMALL HOURS,14,8,0,rockaway avenue,unspecified,station wagon/sport utility vehicle
2021-07-03,AFTERNOON,31,12,0,atlantic avenue,unspecified,sedan
2021-07-03,EVENING,31,21,0,york avenue,unspecified,sedan
2021-07-03,MORNING,23,14,0,saint johns place,driver inattention/distraction,sedan
2021-07-03,SMALL HOURS,19,15,0,foch boulevard,unspecified,sedan
2021-07-04,AFTERNOON,25,17,0,brookville boulevard,unspecified,station wagon/sport utility vehicle
2021-07-04,EVENING,33,23,0,seaview avenue,unspecified,sedan
2021-07-04,MORNING,14,8,0,east 19 street,unspecified,sedan
2021-07-04,SMALL HOURS,21,11,0,east 42 street,driver inattention/distraction,sedan
2021-07-05,AFTERNOON,26,14,0,elton street,unspecified,sedan
2021-07-05,EVENING,28,11,0,euclid avenue,unspecified,sedan
2021-07-05,MORNING,16,7,0,avenue d,driver inattention/distraction,sedan
2021-07-05,SMALL HOURS,38,18,0,3 avenue,unspecified,sedan
2021-07-06,AFTERNOON,48,23,0,sutter avenue,unspecified,sedan
2021-07-06,EVENING,29,18,0,irving avenue,unspecified,sedan
2021-07-06,MORNING,39,14,0,92 street,unspecified,station wagon/sport utility vehicle
2021-07-06,SMALL HOURS,14,6,0,4 avenue,driver inattention/distraction,sedan
2021-07-07,AFTERNOON,45,23,0,linden boulevard,driver inattention/distraction,sedan
2021-07-07,EVENING,37,19,0,east houston street,driver inattention/distraction,sedan
2021-07-07,MORNING,32,14,0,manhattan avenue,driver inattention/distraction,sedan
2021-07-07,SMALL HOURS,5,1,0,west 19 street,traffic control disregarded,station wagon/sport utility vehicle
2021-07-08,AFTERNOON,37,20,0,east 188 street,driver inattention/distraction,sedan
2021-07-08,EVENING,32,21,1,coney island avenue,unspecified,sedan
2021-07-08,MORNING,40,26,0,atlantic avenue,unspecified,sedan
2021-07-08,SMALL HOURS,14,10,1,east 138 street,driver inattention/distraction,sedan
2021-07-09,AFTERNOON,53,33,0,90 street,driver inattention/distraction,sedan
2021-07-09,EVENING,28,23,0,liberty avenue,driver inattention/distraction,sedan
2021-07-09,MORNING,35,22,0,linden boulevard,unspecified,sedan
2021-07-09,SMALL HOURS,12,5,0,west 38 street,unspecified,sedan
2021-07-10,AFTERNOON,34,20,0,east 149 street,driver inattention/distraction,sedan
2021-07-10,EVENING,37,32,0,eastern parkway,driver inattention/distraction,sedan
2021-07-10,MORNING,19,7,0,w 86th street,passing or lane usage improper,sedan
2021-07-10,SMALL HOURS,25,9,0,4 avenue,driver inattention/distraction,sedan
2021-07-11,AFTERNOON,29,16,0,driggs avenue,unspecified,sedan
2021-07-11,EVENING,35,22,0,east 96 street,driver inattention/distraction,sedan
2021-07-11,MORNING,11,5,0,claremont parkway,unspecified,sedan
2021-07-11,SMALL HOURS,14,4,0,1 avenue,driver inattention/distraction,sedan
2021-07-12,AFTERNOON,46,25,0,jerome avenue,unspecified,station wagon/sport utility vehicle
2021-07-12,EVENING,22,10,0,2 avenue,unspecified,sedan
2021-07-12,MORNING,22,10,0,light street,unspecified,sedan
2021-07-12,SMALL HOURS,22,10,0,39 street,unspecified,sedan
2021-07-13,AFTERNOON,41,16,0,lexington avenue,driver inattention/distraction,sedan
2021-07-13,EVENING,20,13,0,bryant avenue,driver inattention/distraction,sedan
2021-07-13,MORNING,32,13,0,foster avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-07-13,SMALL HOURS,19,10,0,madison avenue,unspecified,sedan
2021-07-14,AFTERNOON,48,26,0,jerome avenue,unspecified,station wagon/sport utility vehicle
2021-07-14,EVENING,37,25,0,south conduit avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-07-14,MORNING,26,10,0,woodrow road,unspecified,sedan
2021-07-14,SMALL HOURS,19,6,0,foster avenue,driver inattention/distraction,sedan
2021-07-15,AFTERNOON,50,29,0,135 avenue,unspecified,sedan
2021-07-15,EVENING,36,31,0,neptune avenue,driver inattention/distraction,sedan
2021-07-15,MORNING,34,15,0,30 avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-07-15,SMALL HOURS,16,8,0,de kalb avenue,unspecified,sedan
2021-07-16,AFTERNOON,51,25,0,olmstead avenue,driver inattention/distraction,sedan
2021-07-16,EVENING,33,20,0,howard avenue,driver inattention/distraction,sedan
2021-07-16,MORNING,39,10,1,atlantic avenue,unspecified,sedan
2021-07-16,SMALL HOURS,14,11,0,lenox road,driver inattention/distraction,sedan
2021-07-17,AFTERNOON,33,20,0,slosson avenue,driver inattention/distraction,sedan
2021-07-17,EVENING,30,23,0,broadway,driver inattention/distraction,sedan
2021-07-17,MORNING,26,22,0,prospect avenue,unspecified,sedan
2021-07-17,SMALL HOURS,37,21,1,atlantic avenue,driver inattention/distraction,sedan
2021-07-18,AFTERNOON,55,50,0,sutter avenue,unspecified,station wagon/sport utility vehicle
2021-07-18,EVENING,25,24,0,webster avenue,driver inattention/distraction,station wagon/sport utility vehicle
2021-07-18,MORNING,14,8,0,48 street,driver inattention/distraction,sedan
2021-07-18,SMALL HOURS,35,18,1,linden boulevard,unspecified,sedan
2021-07-19,AFTERNOON,51,29,0,linden boulevard,driver inattention/distraction,sedan
2021-07-19,EVENING,33,19,0,2 avenue,driver inattention/distraction,sedan
2021-07-19,MORNING,28,9,0,rockaway parkway,driver inattention/distraction,sedan
2021-07-19,SMALL HOURS,14,10,0,mc donald avenue,driver inattention/distraction,sedan
2021-07-20,AFTERNOON,35,17,0,57 street,unspecified,sedan
2021-07-20,EVENING,32,21,0,dahill road,unspecified,station wagon/sport utility vehicle
2021-07-20,MORNING,35,28,0,bushwick avenue,unspecified,station wagon/sport utility vehicle
2021-07-20,SMALL HOURS,7,9,0,west 34 street,traffic control disregarded,station wagon/sport utility vehicle
2021-07-21,AFTERNOON,55,26,0,linden boulevard,driver inattention/distraction,sedan
2021-07-21,EVENING,33,19,0,linden boulevard,unspecified,station wagon/sport utility vehicle
2021-07-21,MORNING,40,16,0,east 242 street,unspecified,station wagon/sport utility vehicle
2021-07-21,SMALL HOURS,11,7,0,hunts point avenue,unspecified,sedan
2021-07-22,AFTERNOON,43,22,0,flushing avenue,unspecified,sedan
2021-07-22,EVENING,36,25,0,grand street,driver inattention/distraction,sedan
2021-07-22,MORNING,47,23,0,leonard street,driver inattention/distraction,sedan
2021-07-22,SMALL HOURS,12,3,2,springfield boulevard,passing too closely,sedan
2021-07-23,AFTERNOON,58,28,0,broadway,unspecified,station wagon/sport utility vehicle
2021-07-23,EVENING,25,15,0,vanderbilt avenue,unspecified,sedan
2021-07-23,MORNING,31,16,0,gowanus expressway,unspecified,sedan
2021-07-23,SMALL HOURS,15,4,0,greenwich street,unspecified,station wagon/sport utility vehicle
